date, pm25, pm10, no2, co
2022/5/28, 74, , , 
2022/5/29, 70, , , 
2022/5/30, 63, , , 
2022/5/31, 56, , , 
2022/6/1, 69, , , 
2022/6/2, 95, , , 
2022/6/3, 91, , , 
2022/6/4, 82, , , 
2022/6/5, 99, , , 
2022/6/7, 89, 49, , 
2022/6/8, 101, 52, , 
2022/6/9, 101, 48, , 
2022/6/10, 95, 45, , 
2022/6/11, 90, 39, , 
2022/6/12, 83, 30, , 
2022/6/13, 69, 28, , 
2022/6/14, 65, 31, , 
2022/6/15, 67, 39, , 
2022/6/16, 84, 39, , 
2022/6/17, 86, 46, , 
2022/6/18, 90, 55, , 
2022/6/19, 114, 34, , 
2022/6/20, 80, 26, , 
2022/6/21, 65, 36, , 
2022/6/22, 77, 41, , 
2022/6/23, 88, 40, , 
2022/6/24, 78, 41, , 
2022/6/25, 78, 39, , 
2022/6/26, 78, 29, , 
2022/6/27, 69, 29, , 
2022/6/28, 73, 28, , 
2022/6/29, 70, 31, , 
2022/6/30, 70, 35, , 
2022/7/1, 72, 41, , 
2022/1/4, 81, 45, , 
2022/1/5, 81, 46, , 
2022/1/6, 80, 44, , 
2022/1/7, 81, 38, , 
2022/1/8, 84, 47, , 
2022/1/9, 95, 37, , 
2022/1/10, 81, 32, , 
2022/1/11, 71, 35, , 
2022/1/12, 74, 43, , 
2022/1/13, 83, 40, , 
2022/1/14, 77, 37, , 
2022/1/15, 70, 39, , 
2022/1/16, 72, 37, , 
2022/1/17, 76, 40, , 
2022/1/18, 82, 50, , 
2022/1/19, 89, 47, , 
2022/1/20, 88, 42, , 
2022/1/21, 77, 48, , 
2022/1/22, 82, 52, , 
2022/1/23, 91, 43, , 
2022/1/24, 82, 41, , 
2022/1/25, 75, 52, , 
2022/1/26, 86, 52, , 
2022/1/27, 90, 54, , 
2022/1/28, 92, 54, , 
2022/1/29, 93, 52, , 
2022/1/30, 93, 46, , 
2022/1/31, 84, 47, , 
2022/2/1, 84, 52, , 
2022/2/2, 82, 53, , 
2022/2/5, 109, 54, , 
2022/2/6, 112, 43, , 
2022/2/7, 92, 39, , 
2022/2/8, 82, 44, , 
2022/2/9, 88, 52, , 
2022/2/10, 102, 55, , 
2022/2/11, 97, 50, , 
2022/2/12, 83, 47, , 
2022/2/13, 77, 39, , 
2022/2/14, 74, 43, , 
2022/2/15, 81, 49, , 
2022/2/16, 85, 50, , 
2022/2/17, 89, 52, , 
2022/2/18, 99, 50, , 
2022/2/19, 100, 49, , 
2022/2/20, 94, 44, , 
2022/2/21, 88, 39, , 
2022/2/22, 81, 46, , 
2022/2/23, 95, 51, , 
2022/2/24, 107, 58, , 
2022/2/25, 132, 62, , 
2022/2/26, 143, 61, , 
2022/2/27, 140, 52, , 
2022/2/28, 116, 37, , 
2022/3/1, 90, 39, , 
2022/3/2, 80, 43, , 
2022/3/3, 86, 52, , 
2022/3/4, 96, 49, , 
2022/3/5, 87, 41, , 
2022/3/6, 88, 37, , 
2022/3/7, 86, 40, , 
2022/3/8, 81, 43, , 
2022/3/9, 77, 47, , 
2022/3/10, 82, 47, , 
2022/3/11, 84, 43, , 
2022/3/12, 77, 41, , 
2022/3/13, 77, 39, , 
2022/3/14, 79, 34, , 
2022/3/15, 69, 44, , 
2022/3/16, 87, 50, , 
2022/3/17, 101, 48, , 
2022/3/18, 99, 55, , 
2022/3/19, 114, 60, , 
2022/3/20, 126, 47, , 
2022/3/21, 94, 38, , 
2022/3/22, 85, 47, , 
2022/3/23, 100, 54, , 
2022/3/24, 107, 59, , 
2022/3/25, 122, 56, , 
2022/3/26, 114, 58, , 
2022/3/27, 118, 38, , 
2022/3/28, 87, 42, 19, 
2022/3/29, 92, 40, , 
2022/3/30, 85, 39, , 
2022/3/31, 82, 46, , 
2022/4/1, 90, 36, , 
2021/10/2, 75, 49, , 
2021/10/3, 89, 32, , 
2021/10/4, 65, 32, , 
2021/10/5, 64, 36, , 
2021/10/6, 70, 35, , 
2021/10/7, 66, 36, , 
2021/10/8, 66, 40, , 
2021/10/9, 73, 39, , 
2021/10/10, 70, 36, , 
2021/10/11, 73, 33, , 
2021/10/12, 72, 45, , 
2021/10/13, 80, 41, , 
2021/10/14, 80, 49, , 
2021/10/15, 84, 54, , 
2021/10/16, 94, 54, , 
2021/10/17, 102, 34, , 
2021/10/18, 75, 30, , 
2021/10/19, 69, 31, , 
2021/10/20, 61, 39, , 
2021/10/21, 65, 47, , 
2021/10/22, 78, 49, , 
2021/10/23, 86, 55, , 
2021/10/24, 99, 49, , 
2021/10/25, 88, 39, , 
2021/10/26, 76, 41, , 
2021/10/27, 78, 39, , 
2021/10/28, 73, 58, , 
2021/10/29, 106, 55, , 
2021/10/30, 110, 54, , 
2021/10/31, 99, 37, , 
2021/11/1, 78, 28, , 
2021/11/2, 68, 33, , 
2021/11/3, 70, 47, , 
2021/11/4, 84, 43, , 
2021/11/5, 78, 44, , 
2021/11/6, 75, 49, , 
2021/11/7, 80, 43, , 
2021/11/8, 79, 34, , 
2021/11/9, 74, 41, , 
2021/11/10, 82, 45, , 
2021/11/11, 91, 52, , 
2021/11/12, 102, 53, , 
2021/11/13, 93, 46, , 
2021/11/14, 80, 39, , 
2021/11/15, 83, 38, , 
2021/11/16, 84, 48, , 
2021/11/17, 95, 50, , 
2021/11/18, 89, 49, , 
2021/11/19, 81, 46, , 
2021/11/20, 75, 47, , 
2021/11/21, 82, 37, , 
2021/11/22, 82, 43, , 
2021/11/23, 89, 51, , 
2021/11/24, 97, 50, , 
2021/11/25, 97, 43, , 
2021/11/26, 85, 51, , 
2021/11/27, 100, 48, , 
2021/11/28, 87, 40, , 
2021/11/29, 72, 36, , 
2021/11/30, 65, 48, , 
2021/12/1, 82, 45, , 
2021/12/2, 87, 48, , 
2021/12/3, 83, 44, , 
2021/12/4, 74, 45, , 
2021/12/5, 79, 40, , 
2021/12/6, 77, 37, , 
2021/12/7, 76, 47, , 
2021/12/8, 82, 47, , 
2021/12/9, 89, 40, , 
2021/12/10, 83, , , 
2021/12/12, 88, 48, , 
2021/12/13, 93, 40, , 
2021/12/14, 77, 49, , 
2021/12/15, 80, 50, , 
2021/12/16, 84, 51, , 
2021/12/17, 85, 48, , 
2021/12/18, 83, 58, , 
2021/12/19, 119, 63, , 
2021/12/20, 142, 39, , 
2021/12/21, 80, 55, , 
2021/12/22, 107, 52, , 
2021/12/23, 100, 44, , 
2021/12/24, 79, 44, , 
2021/12/25, 79, 35, , 
2021/12/26, 76, 27, , 
2021/12/27, 64, 33, , 
2021/12/28, 71, 48, , 
2021/12/29, 88, 46, , 
2021/12/30, 86, 51, , 
2021/12/31, 102, 42, , 
2022/1/1, 85, 40, , 
2022/1/2, 86, , , 
2021/7/2, 77, 42, , 
2021/7/3, 77, 42, , 
2021/7/4, 78, 35, , 
2021/7/5, 70, 27, , 
2021/7/6, 60, 37, , 
2021/7/7, 70, 47, , 
2021/7/8, 79, 45, , 
2021/7/9, 73, 45, , 
2021/7/10, 75, 47, , 
2021/7/11, 83, 44, , 
2021/7/13, 67, 40, , 
2021/7/14, 76, 42, , 
2021/7/15, 73, 46, , 
2021/7/16, 76, 41, , 
2021/7/17, 75, 35, , 
2021/7/18, 73, 28, , 
2021/7/19, 67, 29, , 
2021/7/20, 64, 31, , 
2021/7/21, 66, , , 
2021/7/22, 69, 41, , 
2021/7/23, 78, 41, , 
2021/7/24, 77, 44, , 
2021/7/25, 85, 31, , 
2021/7/26, 77, 32, , 
2021/7/27, 74, 38, , 
2021/7/28, 83, 51, , 
2021/7/29, 108, 44, , 
2021/7/30, 84, 45, , 
2021/7/31, 89, 36, , 
2021/8/1, 71, 31, , 
2021/8/2, 64, 31, , 
2021/8/3, 65, 39, , 
2021/8/4, 78, 52, , 
2021/8/5, 102, 51, , 
2021/8/6, 94, 49, , 
2021/8/7, 90, 49, , 
2021/8/8, 93, 38, , 
2021/8/9, 80, 28, , 
2021/8/10, 61, 36, , 
2021/8/11, 71, 41, , 
2021/8/12, 78, 38, , 
2021/8/13, 76, 40, , 
2021/8/14, 81, 39, , 
2021/8/15, 81, 31, , 
2021/8/16, 73, 33, , 
2021/8/17, 75, 35, , 
2021/8/18, 78, 36, , 
2021/8/19, 71, 42, , 
2021/8/20, 82, 40, , 
2021/8/21, 76, 43, , 
2021/8/22, 80, 34, , 
2021/8/23, 72, 28, , 
2021/8/24, 64, 41, , 
2021/8/25, 77, 47, , 
2021/8/26, 91, 48, , 
2021/8/27, 95, 44, , 
2021/8/28, 77, 38, , 
2021/8/29, 70, 38, , 
2021/8/30, 75, 27, , 
2021/8/31, 65, , , 
2021/9/2, 79, 40, , 
2021/9/3, 71, 41, , 
2021/9/4, 70, 48, , 
2021/9/5, 82, 37, , 
2021/9/6, 77, 37, , 
2021/9/7, 82, 51, , 
2021/9/8, 101, 49, , 
2021/9/9, 97, 60, , 
2021/9/10, 116, 45, , 
2021/9/11, 85, 37, , 
2021/9/12, 75, 33, , 
2021/9/13, 68, 29, , 
2021/9/14, 60, 35, , 
2021/9/15, 70, 34, , 
2021/9/16, 70, 36, , 
2021/9/17, 73, 40, , 
2021/9/18, 77, 43, , 
2021/9/19, 82, 28, , 
2021/9/20, 72, 33, , 
2021/9/21, 67, 37, , 
2021/9/22, 73, 43, , 
2021/9/23, 81, 40, , 
2021/9/24, 83, 43, , 
2021/9/25, 87, 41, , 
2021/9/26, 70, 35, , 
2021/9/27, 64, 34, , 
2021/9/28, 61, 46, , 
2021/9/29, 79, 51, , 
2021/9/30, 98, 46, , 
2021/10/1, 83, 39, , 
2021/4/2, 61, 30, 5, 
2021/4/3, 64, , , 
2021/4/4, 55, , , 
2021/4/5, 51, , 21, 
2021/4/6, 52, , , 
2021/4/7, 62, 34, 19, 
2021/4/8, 65, 34, 13, 
2021/4/9, 64, 28, 10, 
2021/4/10, 58, 24, 7, 
2021/4/11, 59, 23, 5, 
2021/4/12, 58, 28, 12, 
2021/4/13, 60, 37, 9, 
2021/4/14, 67, 38, , 
2021/4/15, 67, 46, 16, 
2021/4/16, 78, 38, 14, 
2021/4/17, 74, 39, 8, 
2021/4/18, 75, 26, 5, 
2021/4/19, 56, 28, 10, 
2021/4/20, 59, 36, 11, 
2021/4/21, 66, 44, 17, 
2021/4/22, 75, 48, 16, 
2021/4/23, 86, 46, 10, 
2021/4/24, 84, 37, 10, 
2021/4/25, 74, 35, 5, 
2021/4/26, 75, 38, 14, 
2021/4/27, 75, 52, , 
2021/4/28, 96, 52, , 
2021/4/29, 90, 43, , 
2021/4/30, 79, 35, , 
2021/5/1, 75, 35, , 
2021/5/2, 79, 32, , 
2021/5/3, 74, 27, 20, 
2021/5/4, 63, 39, 14, 
2021/5/5, 76, 34, 4, 
2021/5/6, 68, , 10, 
2021/5/8, 87, , 11, 
2021/5/10, 65, 34, 16, 
2021/5/11, 69, 40, 8, 
2021/5/12, 72, 34, 8, 
2021/5/13, 62, 33, 12, 
2021/5/14, 64, 39, 9, 
2021/5/15, 71, 41, , 
2021/5/16, 71, 33, , 
2021/5/17, 65, 22, , 
2021/5/18, 58, 29, , 
2021/5/19, 68, 41, , 
2021/5/20, 81, 36, , 
2021/5/21, 64, 42, , 
2021/5/22, 72, 43, , 
2021/5/23, 75, 29, , 
2021/5/24, 65, 29, 11, 
2021/5/25, 61, 40, , 
2021/5/26, 81, 40, , 
2021/5/27, 72, 39, , 
2021/5/28, 80, 37, , 
2021/5/29, 91, 43, , 
2021/5/30, 87, 40, , 
2021/5/31, 79, 32, , 
2021/6/1, 73, 31, , 
2021/6/2, 72, , , 
2021/6/4, 68, 40, , 
2021/6/5, 74, 42, , 
2021/6/6, 77, 28, , 
2021/6/7, 67, 22, , 
2021/6/8, 56, 29, , 
2021/6/9, 72, 42, , 
2021/6/10, 95, 46, , 
2021/6/11, 97, 41, , 
2021/6/12, 81, 52, , 
2021/6/13, 86, 55, , 
2021/6/14, 88, 40, , 
2021/6/15, 86, 38, , 
2021/6/16, 81, 48, , 
2021/6/17, 81, 48, , 
2021/6/18, 75, 42, , 
2021/6/19, 76, 42, , 
2021/6/20, 74, 34, , 
2021/6/21, 70, 32, , 
2021/6/22, 71, 44, , 
2021/6/23, 79, 51, , 
2021/6/24, 82, 43, , 
2021/6/25, 77, 48, , 
2021/6/26, 93, 44, , 
2021/6/27, 86, 43, , 
2021/6/28, 85, 30, , 
2021/6/29, 68, 35, , 
2021/6/30, 72, 44, , 
2021/7/1, 77, 44, , 
2021/1/5, 67, 43, 13, 
2021/1/6, 66, 47, 16, 
2021/1/7, 76, , 20, 
2021/1/8, 79, 49, 15, 
2021/1/9, 81, 41, 11, 
2021/1/10, 76, 24, 5, 
2021/1/11, 58, 18, 5, 
2021/1/12, 43, 29, 12, 
2021/1/13, 58, 42, 17, 
2021/1/14, 71, 46, 14, 
2021/1/15, 75, 49, 13, 
2021/1/16, 79, 45, 9, 
2021/1/17, 74, 33, 6, 
2021/1/18, 64, 42, 13, 
2021/1/19, 75, 53, 14, 
2021/1/20, 82, 55, 17, 
2021/1/21, 85, 56, 14, 
2021/1/22, 88, , 19, 
2021/1/24, 84, 43, 7, 
2021/1/25, 72, 41, 11, 
2021/1/26, 65, 51, 12, 
2021/1/27, 69, 55, , 
2021/1/31, 82, 49, 9, 
2021/2/1, 80, 46, 16, 
2021/2/2, 73, 47, 15, 
2021/2/3, 71, 50, 14, 
2021/2/4, 69, 52, 11, 
2021/2/5, 76, 52, 16, 
2021/2/6, 76, 52, 17, 
2021/2/7, 78, 48, 9, 
2021/2/8, 79, 49, 14, 
2021/2/9, 78, 54, 15, 
2021/2/10, 79, 50, 14, 
2021/2/11, 76, 53, 13, 
2021/2/12, 79, 54, 16, 
2021/2/13, 80, 53, 14, 
2021/2/14, 82, 46, 10, 
2021/2/15, 82, 48, 19, 
2021/2/16, 89, 58, 16, 
2021/2/17, 97, 60, 16, 
2021/2/18, 91, 50, 17, 
2021/2/19, 87, 42, 18, 
2021/2/20, 77, 52, 15, 
2021/2/21, 80, 41, 10, 
2021/2/22, 73, 43, 14, 
2021/2/23, 76, 53, 15, 
2021/2/24, 83, 55, 13, 
2021/2/25, 85, 53, 15, 
2021/2/26, 86, 50, 16, 
2021/2/27, 78, 49, 17, 
2021/2/28, 76, 46, 11, 
2021/3/1, 71, 42, 20, 
2021/3/2, 68, 44, 26, 
2021/3/3, 80, 56, 19, 
2021/3/4, 111, 56, 20, 
2021/3/5, 114, 56, 24, 
2021/3/6, 106, 63, 20, 
2021/3/7, 138, 59, 12, 
2021/3/8, 129, 43, 16, 
2021/3/9, 88, 54, 17, 
2021/3/10, 79, 54, 19, 
2021/3/11, 86, 54, 20, 
2021/3/12, 92, 43, 23, 
2021/3/13, 79, 52, 19, 
2021/3/14, 92, 49, 15, 
2021/3/15, 87, 47, 22, 
2021/3/16, 85, 50, 25, 
2021/3/17, 95, 49, 23, 
2021/3/18, 92, 40, 27, 
2021/3/19, 74, 41, 20, 
2021/3/20, 79, 40, 18, 
2021/3/21, 79, 42, 14, 
2021/3/22, 85, 28, 13, 
2021/3/23, 66, 38, 19, 
2021/3/24, 75, 44, 21, 
2021/3/25, 80, , 17, 
2021/3/27, 82, 48, 17, 
2021/3/28, 88, 34, 11, 
2021/3/29, 66, 33, 13, 
2021/3/30, 64, 35, 14, 
2021/3/31, 64, 41, 15, 
2021/4/1, 72, 33, 10, 
2020/10/2, 69, 35, , 
2020/10/3, 67, 52, , 
2020/10/4, 99, 38, , 
2020/10/5, 88, 30, , 
2020/10/6, 73, 42, , 
2020/10/7, 81, 46, , 
2020/10/8, 82, 40, , 
2020/10/9, 81, 42, , 
2020/10/10, 80, 37, , 
2020/10/11, 72, 31, , 
2020/10/12, 67, 28, , 
2020/10/13, 61, 28, , 
2020/10/14, 59, 48, , 
2020/10/15, 86, 43, , 
2020/10/16, 76, 46, , 
2020/10/17, 79, 48, , 
2020/10/18, 78, 40, , 
2020/10/19, 76, 37, , 
2020/10/20, 83, 49, , 
2020/10/21, 91, 46, , 
2020/10/22, 82, 44, , 
2020/10/23, 79, 44, , 
2020/10/24, 79, 42, , 
2020/10/25, 85, 44, , 
2020/10/26, 93, 41, , 
2020/10/27, 86, 47, , 
2020/10/28, 81, 45, , 
2020/10/29, 82, 45, , 
2020/10/30, 85, 42, , 
2020/10/31, 85, 45, , 
2020/11/1, 85, 25, , 
2020/11/2, 61, 22, , 
2020/11/3, 56, 33, , 
2020/11/4, 60, 45, , 
2020/11/5, 69, 44, , 
2020/11/6, 78, 46, , 
2020/11/7, 77, 52, , 
2020/11/8, 57, 39, , 
2020/11/9, 56, 39, , 
2020/11/10, 60, 49, , 
2020/11/11, 85, 41, , 
2020/11/12, 78, 54, , 
2020/11/13, 106, 45, , 
2020/11/14, 87, 30, , 
2020/11/15, 66, 30, , 
2020/11/16, 63, 29, , 
2020/11/17, 62, 34, , 
2020/11/18, 72, 46, , 
2020/11/19, 86, 46, , 
2020/11/20, 70, 49, , 
2020/11/21, 74, 43, , 
2020/11/22, 75, 34, , 
2020/11/23, 69, 37, , 
2020/11/24, 69, 49, , 
2020/11/25, 78, 51, , 
2020/11/26, 81, 49, , 
2020/11/27, 83, 51, , 
2020/11/28, 89, 45, , 
2020/11/29, 82, 43, , 
2020/11/30, 84, 37, , 
2020/12/1, 76, 55, , 
2020/12/2, 118, 47, , 
2020/12/3, 89, 52, 20, 
2020/12/4, 96, 52, 15, 
2020/12/5, 78, 51, 13, 
2020/12/6, 85, 43, 9, 
2020/12/7, 76, 43, 16, 
2020/12/8, 79, 50, 9, 
2020/12/9, 90, 46, 15, 
2020/12/10, 81, 53, 15, 
2020/12/11, 86, 55, 14, 
2020/12/12, 83, 55, 13, 
2020/12/13, 85, 47, 10, 
2020/12/14, 82, 55, 17, 
2020/12/15, 86, 64, 17, 
2020/12/16, 90, 64, 16, 
2020/12/17, 93, 65, 15, 
2020/12/18, 92, 62, 17, 
2020/12/19, 95, 59, 16, 
2020/12/20, 99, 51, 13, 
2020/12/21, 86, 51, 15, 
2020/12/22, 86, 57, 12, 
2020/12/23, 87, 57, 13, 
2020/12/24, 88, 50, 15, 
2020/12/25, 83, 27, 5, 
2020/12/26, 64, 23, 13, 
2020/12/27, 56, 32, 11, 
2020/12/28, 68, 27, 16, 
2020/12/29, 59, 42, 15, 
2020/12/30, 70, 42, 14, 
2020/12/31, 75, 45, , 
2021/1/1, 79, 39, , 
2021/1/2, 80, 27, , 
2021/1/3, 70, 27, , 
2021/1/4, 63, 35, 18, 
2020/7/2, 69, 36, , 
2020/7/3, 69, 39, , 
2020/7/4, 65, 40, , 
2020/7/5, 71, 31, , 
2020/7/6, 65, 35, , 
2020/7/7, 66, 47, , 
2020/7/8, 73, 37, , 
2020/7/9, 66, 33, , 
2020/7/10, 59, 42, , 
2020/7/11, 63, 36, , 
2020/7/12, 68, 32, , 
2020/7/13, 64, 24, , 
2020/7/14, 52, 27, , 
2020/7/15, 51, 35, , 
2020/7/16, 60, 41, , 
2020/7/17, 67, 30, , 
2020/7/18, 58, 24, , 
2020/7/19, 55, 20, , 
2020/7/20, 48, 17, , 
2020/7/21, 42, 28, , 
2020/7/22, 59, 33, , 
2020/7/23, 61, 33, , 
2020/7/24, 59, 26, , 
2020/7/25, 57, 22, , 
2020/7/26, 57, 24, , 
2020/7/27, 57, 23, , 
2020/7/28, 53, 29, , 
2020/7/29, 55, 32, , 
2020/7/30, 56, 38, , 
2020/7/31, 61, 48, , 
2020/8/1, 82, 29, , 
2020/8/2, 62, 25, , 
2020/8/3, 48, 30, , 
2020/8/4, 63, 42, , 
2020/8/5, 76, 45, , 
2020/8/6, 80, 50, , 
2020/8/7, 96, 41, , 
2020/8/8, 79, 27, , 
2020/8/9, 58, 29, , 
2020/8/10, 64, 37, , 
2020/8/11, 69, 49, , 
2020/8/12, 86, 44, , 
2020/8/13, 80, 36, , 
2020/8/14, 63, 39, , 
2020/8/15, 74, 33, , 
2020/8/16, 68, 23, , 
2020/8/17, 54, 20, , 
2020/8/18, 46, 30, , 
2020/8/19, 56, 38, , 
2020/8/20, 69, 31, , 
2020/8/21, 63, 38, , 
2020/8/22, 65, 36, , 
2020/8/23, 64, 34, , 
2020/8/24, 68, 38, , 
2020/8/25, 72, 41, , 
2020/8/26, 78, 36, , 
2020/8/27, 67, 41, , 
2020/8/28, 73, 42, , 
2020/8/29, 71, 42, , 
2020/8/30, 67, 34, , 
2020/8/31, 58, 37, , 
2020/9/1, 69, 51, , 
2020/9/2, 89, 42, , 
2020/9/3, 78, 50, , 
2020/9/4, 92, 55, , 
2020/9/5, 104, 36, , 
2020/9/6, 67, 29, , 
2020/9/7, 56, 33, , 
2020/9/8, 62, 38, , 
2020/9/9, 71, 53, , 
2020/9/10, 98, 50, , 
2020/9/11, 93, 43, , 
2020/9/12, 76, 38, , 
2020/9/13, 73, 34, , 
2020/9/14, 71, 35, , 
2020/9/15, 75, 45, , 
2020/9/16, 86, 40, , 
2020/9/17, 76, 44, , 
2020/9/18, 80, 52, , 
2020/9/19, 97, 47, , 
2020/9/20, 102, 37, , 
2020/9/21, 83, 37, , 
2020/9/22, 84, 47, , 
2020/9/23, 89, 41, , 
2020/9/24, 77, 39, , 
2020/9/25, 76, 39, , 
2020/9/26, 76, 38, , 
2020/9/27, 72, 32, , 
2020/9/28, 67, 31, , 
2020/9/29, 61, 38, , 
2020/9/30, 67, 43, , 
2020/10/1, 83, 37, , 
2020/4/2, 69, 20, , 
2020/4/3, 50, 26, , 
2020/4/4, 60, 33, , 
2020/4/5, 76, 25, , 
2020/4/6, 62, 25, , 
2020/4/7, 56, 21, , 
2020/4/8, 41, 23, , 
2020/4/9, 54, 21, , 
2020/4/10, 50, 22, , 
2020/4/11, 54, 19, , 
2020/4/12, 45, 20, , 
2020/4/13, 46, 23, , 
2020/4/14, 53, 27, , 
2020/4/15, 61, 34, , 
2020/4/16, 73, 39, , 
2020/4/17, 85, 52, , 
2020/4/18, 113, 49, , 
2020/4/19, 110, 34, , 
2020/4/20, 79, 34, , 
2020/4/21, 75, 32, , 
2020/4/22, 70, 32, , 
2020/4/23, 65, 28, , 
2020/4/24, 59, 25, , 
2020/4/25, 55, 35, , 
2020/4/26, 67, 31, , 
2020/4/27, 67, 29, , 
2020/4/28, 63, 32, , 
2020/4/29, 71, 31, , 
2020/4/30, 66, 35, , 
2020/5/1, 67, 30, , 
2020/5/2, 62, 29, , 
2020/5/3, 55, 26, , 
2020/5/4, 49, 27, , 
2020/5/5, 54, 26, , 
2020/5/6, 49, 25, , 
2020/5/7, 47, 28, , 
2020/5/8, 53, 28, , 
2020/5/9, 51, 29, , 
2020/5/10, 51, 22, , 
2020/5/11, 39, 27, , 
2020/5/12, 52, 38, , 
2020/5/13, 62, 36, , 
2020/5/14, 61, 40, , 
2020/5/15, 65, 43, , 
2020/5/16, 66, 37, , 
2020/5/17, 59, 29, , 
2020/5/18, 51, 21, , 
2020/5/19, 38, , , 
2020/5/21, 70, 43, , 
2020/5/22, 62, 45, , 
2020/5/23, 61, 55, , 
2020/5/24, 82, 37, , 
2020/5/25, 62, 23, , 
2020/5/26, 42, 32, , 
2020/5/27, 52, 35, , 
2020/5/28, 55, 41, , 
2020/5/29, 70, 42, , 
2020/5/30, 68, 40, , 
2020/5/31, 77, 32, , 
2020/6/1, 69, 31, , 
2020/6/2, 60, 47, , 
2020/6/3, 75, 43, , 
2020/6/4, 73, 45, , 
2020/6/5, 80, 40, , 
2020/6/6, 62, 43, , 
2020/6/7, 68, 42, , 
2020/6/8, 69, 30, , 
2020/6/9, 56, 40, , 
2020/6/10, 65, 47, , 
2020/6/11, 78, 48, , 
2020/6/12, 79, 40, , 
2020/6/13, 70, 43, , 
2020/6/14, 74, 30, , 
2020/6/15, 56, 23, , 
2020/6/16, 47, 37, , 
2020/6/17, 70, 39, , 
2020/6/18, 71, 43, , 
2020/6/19, 75, 42, , 
2020/6/20, 73, 35, , 
2020/6/21, 67, 31, , 
2020/6/22, 58, 22, , 
2020/6/23, 40, 35, , 
2020/6/24, 58, 53, , 
2020/6/25, 81, 72, , 
2020/6/26, 113, 54, , 
2020/6/27, 85, 47, , 
2020/6/28, 76, 33, , 
2020/6/29, 64, 28, , 
2020/6/30, 58, 35, , 
2020/7/1, 62, 40, , 
2020/1/2, 106, 41, , 
2020/1/3, 68, 50, , 
2020/1/4, 63, 55, , 
2020/1/5, 71, 52, , 
2020/1/6, 75, 45, , 
2020/1/7, 67, 51, , 
2020/1/8, 70, 58, , 
2020/1/9, 76, 58, , 
2020/1/10, 83, 57, , 
2020/1/11, 81, 57, , 
2020/1/12, 76, 53, , 
2020/1/13, 71, 50, , 
2020/1/14, 73, 55, , 
2020/1/15, 74, 59, , 
2020/1/16, 81, 61, , 
2020/1/17, 83, 58, , 
2020/1/18, 73, 54, , 
2020/1/19, 67, 48, , 
2020/1/20, 58, 43, , 
2020/1/21, 64, 55, , 
2020/1/22, 87, 50, , 
2020/1/23, 86, 52, , 
2020/1/24, 82, 54, , 
2020/1/25, 78, 49, , 
2020/1/26, 70, 48, , 
2020/1/27, 62, , , 
2020/1/29, 71, 55, , 
2020/1/30, 82, 57, , 
2020/1/31, 83, 63, , 
2020/2/1, 113, 54, , 
2020/2/2, 88, 41, , 
2020/2/3, 73, 39, , 
2020/2/4, 66, 50, , 
2020/2/5, 73, 56, , 
2020/2/6, 85, 61, , 
2020/2/7, 97, 63, , 
2020/2/8, 102, 66, , 
2020/2/9, 124, 60, , 
2020/2/10, 112, 59, , 
2020/2/11, 98, 67, , 
2020/2/12, 108, 65, , 
2020/2/13, 105, 65, , 
2020/2/14, 109, 71, , 
2020/2/15, 137, 61, , 
2020/2/16, 122, 46, , 
2020/2/17, 82, 43, , 
2020/2/18, 73, 54, , 
2020/2/19, 85, 57, , 
2020/2/20, 90, 60, , 
2020/2/21, 96, 61, , 
2020/2/22, 112, 57, , 
2020/2/23, 108, 55, , 
2020/2/24, 99, 53, , 
2020/2/25, 99, 55, , 
2020/2/26, 101, 54, , 
2020/2/27, 96, 66, , 
2020/2/28, 132, 66, , 
2020/2/29, 128, 68, , 
2020/3/1, 139, 60, , 
2020/3/2, 120, 53, , 
2020/3/3, 107, 63, , 
2020/3/4, 122, 65, , 
2020/3/5, 137, 65, , 
2020/3/6, 130, 70, , 
2020/3/7, 148, 76, , 
2020/3/8, 158, 67, , 
2020/3/9, 152, 68, , 
2020/3/10, 151, 66, , 
2020/3/11, 141, 63, , 
2020/3/12, 126, 62, , 
2020/3/13, 140, 62, , 
2020/3/14, 143, 60, , 
2020/3/15, 121, 66, , 
2020/3/16, 152, 60, , 
2020/3/17, 135, 73, , 
2020/3/18, 156, 76, , 
2020/3/19, 156, 80, , 
2020/3/20, 160, 77, , 
2020/3/21, 160, 55, , 
2020/3/22, 120, 46, , 
2020/3/23, 102, 52, , 
2020/3/24, 133, 57, , 
2020/3/25, 147, 57, , 
2020/3/26, 141, 62, , 
2020/3/27, 152, 60, , 
2020/3/28, 149, 55, , 
2020/3/29, 138, 58, , 
2020/3/30, 148, 53, , 
2020/3/31, 128, 38, , 
2020/4/1, 99, 26, , 
2019/10/2, 86, 52, , 
2019/10/3, 74, 53, , 
2019/10/4, 79, 58, , 
2019/10/5, 88, 53, , 
2019/10/6, 80, 48, , 
2019/10/7, 76, 36, , 
2019/10/8, 64, 48, , 
2019/10/9, 72, 55, , 
2019/10/10, 85, 53, , 
2019/10/11, 83, 54, , 
2019/10/12, 89, 56, , 
2019/10/13, 102, 43, , 
2019/10/14, 84, 32, , 
2019/10/15, 62, 43, , 
2019/10/16, 68, 56, , 
2019/10/17, 78, 53, , 
2019/10/18, 83, 56, , 
2019/10/19, 83, 55, , 
2019/10/20, 81, 49, , 
2019/10/21, 77, 38, , 
